user_id,user_name,wallet_id,odometer_km,battery_percentage,photo_timestamp,vehicle_type,vehicle_number
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7003,95,2025-05-21,3-wheeler,HR26DK0001
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7022,90,2025-05-28,3-wheeler,HR26DK0001
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7053,85,2025-06-03,3-wheeler,HR26DK0001
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7077,80,2025-06-11,3-wheeler,HR26DK0001
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7093,75,2025-06-14,3-wheeler,HR26DK0001
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7125,70,2025-06-18,3-wheeler,HR26DK0001
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7139,65,2025-07-12,3-wheeler,HR26DK0001
user_011,Vicky V,0x9876FEDCBA0987654321ABCDE1234567890FEDCB,7153,63,2025-07-24,3-wheeler,HR26DK0001
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10056,80,2025-05-23,Bike,KL07AB1234
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10069,75,2025-05-30,Bike,KL07AB1234
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10088,70,2025-06-02,Bike,KL07AB1234
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10835,65,2025-06-05,Bike,KL07AB1234
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10138,60,2025-06-14,Bike,KL07AB1234
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10165,55,2025-06-27,Bike,KL07AB1234
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10189,50,2025-07-08,Bike,KL07AB1234
user_012,Sumanth Kapoor,0xBADC0FFEE0DDF00D1234567890ABCDEF11223344,10450,48,2025-07-22,Bike,KL07AB1234
user_013,Adnan S,0xC0DE1234BEEF5678FACE9876DCBA4321A1B2C3D4,12036,85,2025-05-03,4-wheeler,
user_013,Adnan S,0xC0DE1234BEEF5678FACE9876DCBA4321A1B2C3D4,12050,80,2025-06-01,4-wheeler,
user_013,Adnan S,0xC0DE1234BEEF5678FACE9876DCBA4321A1B2C3D4,12069,75,2025-06-06,4-wheeler,
user_013,Adnan S,0xC0DE1234BEEF5678FACE9876DCBA4321A1B2C3D4,12081,70,2025-06-15,4-wheeler,
user_013,Adnan S,0xC0DE1234BEEF5678FACE9876DCBA4321A1B2C3D4,12111,65,2025-06-29,4-wheeler,
user_013,Adnan S,0xC0DE1234BEEF5678FACE9876DCBA4321A1B2C3D4,12120,60,2025-06-30,4-wheeler,
user_013,Adnan S,0xC0DE1234BEEF5678FACE9876DCBA4321A1B2C3D4,12142,58,2025-07-18,4-wheeler,
user_014,Rahul DJ,0x1234ABCD5678EF90123456789ABCDEF012345678,9006,90,2025-05-27,3-wheeler,CG04LM4321
user_014,Rahul DJ,0x1234ABCD5678EF90123456789ABCDEF012345678,9035,85,2025-06-09,3-wheeler,CG04LM4321
user_014,Rahul DJ,0x1234ABCD5678EF90123456789ABCDEF012345678,9070,80,2025-06-10,3-wheeler,CG04LM4321
user_014,Rahul DJ,0x1234ABCD5678EF90123456789ABCDEF012345678,9091,75,2025-06-14,3-wheeler,CG04LM4321
user_014,Rahul DJ,0x1234ABCD5678EF90123456789ABCDEF012345678,9105,70,2025-06-29,3-wheeler,CG04LM4321
user_014,Rahul DJ,0x1234ABCD5678EF90123456789ABCDEF012345678,9160,65,2025-07-01,3-wheeler,CG04LM4321
user_014,Rahul DJ,0x1234ABCD5678EF90123456789ABCDEF012345678,9198,63,2025-07-20,3-wheeler,CG04LM4321
user_015,Rashika Shah,0xFEEDFACECAFEBEEFDEADBEEF0011223344556677,15016,95,2025-05-19,4-wheeler,PB10XY9876
user_015,Rashika Shah,0xFEEDFACECAFEBEEFDEADBEEF0011223344556677,15033,90,2025-06-05,4-wheeler,PB10XY9876
user_015,Rashika Shah,0xFEEDFACECAFEBEEFDEADBEEF0011223344556677,15161,85,2025-06-16,4-wheeler,PB10XY9876
user_015,Rashika Shah,0xFEEDFACECAFEBEEFDEADBEEF0011223344556677,15183,80,2025-06-19,4-wheeler,PB10XY9876
user_015,Rashika Shah,0xFEEDFACECAFEBEEFDEADBEEF0011223344556677,15190,75,2025-06-25,4-wheeler,PB10XY9876
user_015,Rashika Shah,0xFEEDFACECAFEBEEFDEADBEEF0011223344556677,16001,70,2025-07-09,4-wheeler,PB10XY9876  # Odometer spike for fraud detection
user_015,Rashika Shah,0xFEEDFACECAFEBEEFDEADBEEF0011223344556677,16032,68,2025-07-21,4-wheeler,PB10XY9876 
user_016,Ananya Sharma,0xA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8A9B0,350,90,2025-06-01,Bike,GJ01AB1234
user_016,Ananya Sharma,0xA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8A9B0,381,88,2025-06-10,Bike,GJ01AB1234
user_016,Ananya Sharma,0xA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8A9B0,402,85,2025-06-15,Bike,GJ01AB1234
user_016,Ananya Sharma,0xA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8A9B0,460,83,2025-06-18,Bike,GJ01AB1234
user_016,Ananya Sharma,0xA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8A9B0,479,80,2025-06-25,Bike,GJ01AB1234
user_016,Ananya Sharma,0xA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8A9B0,493,78,2025-07-06,Bike,GJ01AB1234
user_016,Ananya Sharma,0xA1B2C3D4E5F6A7B8C9D0E1F2A3B4C5D6E7F8A9B0,515,75,2025-07-19,Bike,GJ01AB1234
user_017,Ananya Sharma,0xB1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6F7A8B9C0,8015,95,2025-06-13,4-wheeler,GJ01CD5678
user_017,Ananya Sharma,0xB1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6F7A8B9C0,8029,93,2025-06-16,4-wheeler,GJ01CD5678
user_017,Ananya Sharma,0xB1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6F7A8B9C0,8041,90,2025-06-17,4-wheeler,GJ01CD5678
user_017,Ananya Sharma,0xB1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6F7A8B9C0,8076,88,2025-06-22,4-wheeler,GJ01CD5678
user_017,Ananya Sharma,0xB1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6F7A8B9C0,8341,85,2025-07-01,4-wheeler,GJ01CD5678
user_017,Ananya Sharma,0xB1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6F7A8B9C0,8353,83,2025-07-03,4-wheeler,GJ01CD5678
user_017,Ananya Sharma,0xB1C2D3E4F5A6B7C8D9E0F1A2B3C4D5E6F7A8B9C0,8372,80,2025-07-15,4-wheeler,GJ01CD5678
user_018,Rahul Mehra,0xC1D2E3F4A5B6C7D8E9F0A1B2C3D4E5F6A7B8C9D0,886,88,2025-06-05,Moped,DL01EF9012
user_018,Rahul Mehra,0xC1D2E3F4A5B6C7D8E9F0A1B2C3D4E5F6A7B8C9D0,901,86,2025-06-19,Moped,DL01EF9012
user_018,Rahul Mehra,0xC1D2E3F4A5B6C7D8E9F0A1B2C3D4E5F6A7B8C9D0,915,84,2025-06-23,Moped,DL01EF9012
user_018,Rahul Mehra,0xC1D2E3F4A5B6C7D8E9F0A1B2C3D4E5F6A7B8C9D0,934,82,2025-06-26,Moped,DL01EF9012
user_018,Rahul Mehra,0xC1D2E3F4A5B6C7D8E9F0A1B2C3D4E5F6A7B8C9D0,939,80,2025-07-06,Moped,DL01EF9012
user_018,Rahul Mehra,0xC1D2E3F4A5B6C7D8E9F0A1B2C3D4E5F6A7B8C9D0,947,78,2025-07-17,Moped,DL01EF9012
user_018,Rahul Mehra,0xC1D2E3F4A5B6C7D8E9F0A1B2C3D4E5F6A7B8C9D0,963,76,2025-07-24,Moped,DL01EF9012
user_019,Rahul Mehra,0xD1E2F3A4B5C6D7E8F9A0B1C2D3E4F5A6B7C8D9E0,9000,92,2025-06-14,3-wheeler,DL01GH3456
user_019,Rahul Mehra,0xD1E2F3A4B5C6D7E8F9A0B1C2D3E4F5A6B7C8D9E0,9036,90,2025-06-21,3-wheeler,DL01GH3456
user_019,Rahul Mehra,0xD1E2F3A4B5C6D7E8F9A0B1C2D3E4F5A6B7C8D9E0,9061,88,2025-06-27,3-wheeler,DL01GH3456
user_019,Rahul Mehra,0xD1E2F3A4B5C6D7E8F9A0B1C2D3E4F5A6B7C8D9E0,9082,86,2025-06-30,3-wheeler,DL01GH3456
user_019,Rahul Mehra,0xD1E2F3A4B5C6D7E8F9A0B1C2D3E4F5A6B7C8D9E0,9092,84,2025-07-05,3-wheeler,DL01GH3456
user_019,Rahul Mehra,0xD1E2F3A4B5C6D7E8F9A0B1C2D3E4F5A6B7C8D9E0,9150,82,2025-07-13,3-wheeler,DL01GH3456
user_019,Rahul Mehra,0xD1E2F3A4B5C6D7E8F9A0B1C2D3E4F5A6B7C8D9E0,9184,80,2025-07-25,3-wheeler,DL01GH3456 
